tid,dir,lav,cav,time,time_nr,day,date
3,1,9,7,6000,5,0,17069
1,0,2,5,7200,6,0,17069
1,1,10,16,7200,6,0,17069
3,0,11,13,7200,6,0,17069
3,1,7,7,7200,6,0,17069
1,0,5,10,8400,7,0,17069
1,1,16,6,8400,7,0,17069
3,0,13,19,8400,7,0,17069
3,1,7,4,8400,7,0,17069
1,0,10,8,9600,8,0,17069
1,1,6,5,9600,8,0,17069
3,0,19,17,9600,8,0,17069
3,1,4,4,9600,8,0,17069
1,0,8,5,10800,9,0,17069
1,1,5,10,10800,9,0,17069
3,0,17,18,10800,9,0,17069
3,1,4,3,10800,9,0,17069
1,0,5,6,12000,10,0,17069
1,1,10,18,12000,10,0,17069
3,0,18,16,12000,10,0,17069
3,1,3,4,12000,10,0,17069
1,0,6,11,13200,11,0,17069
1,1,18,16,13200,11,0,17069
3,0,16,8,13200,11,0,17069
3,1,4,5,13200,11,0,17069
1,0,11,7,14400,12,0,17069
1,1,16,7,14400,12,0,17069
3,0,8,15,14400,12,0,17069
3,1,5,3,14400,12,0,17069
1,0,7,7,15600,13,0,17069
1,1,7,16,15600,13,0,17069
3,0,15,6,15600,13,0,17069
3,1,3,4,15600,13,0,17069
1,0,7,13,16800,14,0,17069
1,1,16,31,16800,14,0,17069
3,0,6,11,16800,14,0,17069
3,1,4,17,16800,14,0,17069
1,0,13,9,18000,15,0,17069
1,1,31,35,18000,15,0,17069
3,0,11,11,18000,15,0,17069
3,1,17,10,18000,15,0,17069
1,0,9,6,19200,16,0,17069
1,1,35,30,19200,16,0,17069
2,0,9,15,19200,16,0,17069
3,0,11,20,19200,16,0,17069
3,1,10,10,19200,16,0,17069
1,0,6,8,20400,17,0,17069
1,1,30,33,20400,17,0,17069
2,0,15,16,20400,17,0,17069
3,0,20,21,20400,17,0,17069
3,1,10,17,20400,17,0,17069
1,0,8,10,21600,18,0,17069
1,1,33,41,21600,18,0,17069
2,0,16,22,21600,18,0,17069
3,0,21,36,21600,18,0,17069
3,1,17,21,21600,18,0,17069
1,0,10,12,22800,19,0,17069
1,1,41,47,22800,19,0,17069
2,0,22,23,22800,19,0,17069
3,0,36,43,22800,19,0,17069
3,1,21,28,22800,19,0,17069
1,0,12,26,24000,20,0,17069
1,1,47,60,24000,20,0,17069
2,0,23,29,24000,20,0,17069
3,0,43,69,24000,20,0,17069
3,1,28,49,24000,20,0,17069
1,0,26,20,25200,21,0,17069
1,1,60,65,25200,21,0,17069
2,0,29,30,25200,21,0,17069
3,0,69,71,25200,21,0,17069
3,1,49,50,25200,21,0,17069
1,0,20,22,26400,22,0,17069
1,1,65,81,26400,22,0,17069
2,0,30,45,26400,22,0,17069
3,0,71,81,26400,22,0,17069
3,1,50,72,26400,22,0,17069
1,0,22,33,27600,23,0,17069
1,1,81,65,27600,23,0,17069
2,0,45,62,27600,23,0,17069
3,0,81,88,27600,23,0,17069
3,1,72,112,27600,23,0,17069
1,0,33,35,28800,24,0,17069
1,1,65,98,28800,24,0,17069
2,0,62,70,28800,24,0,17069
3,0,88,115,28800,24,0,17069
3,1,112,112,28800,24,0,17069
1,0,35,40,30000,25,0,17069
1,1,98,96,30000,25,0,17069
2,0,70,75,30000,25,0,17069
3,0,115,88,30000,25,0,17069
3,1,112,111,30000,25,0,17069
1,0,40,50,31200,26,0,17069
1,1,96,105,31200,26,0,17069
2,0,75,90,31200,26,0,17069
3,0,88,110,31200,26,0,17069
3,1,111,120,31200,26,0,17069
1,0,50,41,32400,27,0,17069
1,1,105,108,32400,27,0,17069
2,0,90,64,32400,27,0,17069
3,0,110,92,32400,27,0,17069
3,1,120,108,32400,27,0,17069
1,0,41,42,33600,28,0,17069
1,1,108,103,33600,28,0,17069
2,0,64,104,33600,28,0,17069
3,0,92,125,33600,28,0,17069
3,1,108,140,33600,28,0,17069
1,0,42,49,34800,29,0,17069
1,1,103,95,34800,29,0,17069
2,0,104,93,34800,29,0,17069
3,0,125,110,34800,29,0,17069
3,1,140,102,34800,29,0,17069
1,0,49,50,36000,30,0,17069
1,1,95,86,36000,30,0,17069
2,0,93,106,36000,30,0,17069
3,0,110,106,36000,30,0,17069
3,1,102,105,36000,30,0,17069
1,0,50,47,37200,31,0,17069
1,1,86,103,37200,31,0,17069
2,0,106,99,37200,31,0,17069
3,0,106,116,37200,31,0,17069
3,1,105,104,37200,31,0,17069
1,0,47,55,38400,32,0,17069
1,1,103,54,38400,32,0,17069
2,0,99,73,38400,32,0,17069
3,0,116,104,38400,32,0,17069
3,1,104,97,38400,32,0,17069
1,0,55,55,39600,33,0,17069
1,1,54,70,39600,33,0,17069
2,0,73,81,39600,33,0,17069
3,0,104,108,39600,33,0,17069
3,1,97,104,39600,33,0,17069
1,0,55,54,40800,34,0,17069
1,1,70,82,40800,34,0,17069
2,0,81,85,40800,34,0,17069
3,0,108,91,40800,34,0,17069
3,1,104,89,40800,34,0,17069
1,0,54,29,42000,35,0,17069
1,1,82,65,42000,35,0,17069
2,0,85,63,42000,35,0,17069
3,0,91,82,42000,35,0,17069
3,1,89,86,42000,35,0,17069
1,0,29,47,43200,36,0,17069
1,1,65,89,43200,36,0,17069
2,0,63,72,43200,36,0,17069
3,0,82,95,43200,36,0,17069
3,1,86,126,43200,36,0,17069
1,0,47,58,44400,37,0,17069
1,1,89,96,44400,37,0,17069
2,0,72,65,44400,37,0,17069
3,0,95,110,44400,37,0,17069
3,1,126,98,44400,37,0,17069
1,0,58,46,45600,38,0,17069
1,1,96,71,45600,38,0,17069
2,0,65,66,45600,38,0,17069
3,0,110,105,45600,38,0,17069
3,1,98,103,45600,38,0,17069
1,0,46,57,46800,39,0,17069
1,1,71,92,46800,39,0,17069
2,0,66,64,46800,39,0,17069
3,0,105,101,46800,39,0,17069
3,1,103,131,46800,39,0,17069
1,0,57,56,48000,40,0,17069
1,1,92,110,48000,40,0,17069
2,0,64,91,48000,40,0,17069
3,0,101,130,48000,40,0,17069
3,1,131,158,48000,40,0,17069
1,0,56,60,49200,41,0,17069
1,1,110,105,49200,41,0,17069
2,0,91,83,49200,41,0,17069
3,0,130,137,49200,41,0,17069
3,1,158,131,49200,41,0,17069
1,0,60,72,50400,42,0,17069
1,1,105,96,50400,42,0,17069
2,0,83,69,50400,42,0,17069
3,0,137,130,50400,42,0,17069
3,1,131,121,50400,42,0,17069
1,0,72,59,51600,43,0,17069
1,1,96,100,51600,43,0,17069
2,0,69,84,51600,43,0,17069
3,0,130,151,51600,43,0,17069
3,1,121,138,51600,43,0,17069
1,0,59,85,52800,44,0,17069
1,1,100,109,52800,44,0,17069
2,0,84,94,52800,44,0,17069
3,0,151,158,52800,44,0,17069
3,1,138,136,52800,44,0,17069
1,0,85,65,54000,45,0,17069
1,1,109,86,54000,45,0,17069
2,0,94,94,54000,45,0,17069
3,0,158,122,54000,45,0,17069
3,1,136,122,54000,45,0,17069
1,0,65,61,55200,46,0,17069
1,1,86,105,55200,46,0,17069
2,0,94,103,55200,46,0,17069
3,0,122,135,55200,46,0,17069
3,1,122,119,55200,46,0,17069
1,0,61,52,56400,47,0,17069
1,1,105,113,56400,47,0,17069
2,0,103,75,56400,47,0,17069
3,0,135,130,56400,47,0,17069
3,1,119,107,56400,47,0,17069
1,0,52,70,57600,48,0,17069
1,1,113,86,57600,48,0,17069
2,0,75,76,57600,48,0,17069
3,0,130,145,57600,48,0,17069
3,1,107,109,57600,48,0,17069
1,0,70,63,58800,49,0,17069
1,1,86,108,58800,49,0,17069
2,0,76,92,58800,49,0,17069
3,0,145,134,58800,49,0,17069
3,1,109,100,58800,49,0,17069
1,0,63,73,60000,50,0,17069
1,1,108,120,60000,50,0,17069
2,0,92,74,60000,50,0,17069
3,0,134,140,60000,50,0,17069
3,1,100,101,60000,50,0,17069
1,0,73,63,61200,51,0,17069
1,1,120,105,61200,51,0,17069
2,0,74,84,61200,51,0,17069
3,0,140,119,61200,51,0,17069
3,1,101,118,61200,51,0,17069
1,0,63,49,62400,52,0,17069
1,1,105,104,62400,52,0,17069
2,0,84,77,62400,52,0,17069
3,0,119,110,62400,52,0,17069
3,1,118,84,62400,52,0,17069
1,0,49,42,63600,53,0,17069
1,1,104,84,63600,53,0,17069
2,0,77,56,63600,53,0,17069
3,0,110,105,63600,53,0,17069
3,1,84,82,63600,53,0,17069
1,0,42,56,64800,54,0,17069
1,1,84,69,64800,54,0,17069
2,0,56,71,64800,54,0,17069
3,0,105,94,64800,54,0,17069
3,1,82,75,64800,54,0,17069
1,0,56,38,66000,55,0,17069
1,1,69,61,66000,55,0,17069
2,0,71,66,66000,55,0,17069
3,0,94,85,66000,55,0,17069
3,1,75,88,66000,55,0,17069
1,0,38,31,67200,56,0,17069
1,1,61,62,67200,56,0,17069
2,0,66,41,67200,56,0,17069
3,0,85,78,67200,56,0,17069
3,1,88,71,67200,56,0,17069
1,0,31,37,68400,57,0,17069
1,1,62,51,68400,57,0,17069
2,0,41,43,68400,57,0,17069
3,0,78,76,68400,57,0,17069
3,1,71,66,68400,57,0,17069
1,0,37,42,69600,58,0,17069
1,1,51,52,69600,58,0,17069
2,0,43,44,69600,58,0,17069
3,0,76,78,69600,58,0,17069
3,1,66,69,69600,58,0,17069
1,0,42,28,70800,59,0,17069
1,1,52,62,70800,59,0,17069
2,0,44,39,70800,59,0,17069
3,0,78,53,70800,59,0,17069
3,1,69,73,70800,59,0,17069
1,0,28,35,72000,60,0,17070
1,1,62,53,72000,60,0,17070
2,0,39,36,72000,60,0,17070
3,0,53,70,72000,60,0,17070
3,1,73,61,72000,60,0,17070
1,0,35,28,73200,61,0,17070
1,1,53,49,73200,61,0,17070
2,0,36,31,73200,61,0,17070
3,0,70,57,73200,61,0,17070
3,1,61,62,73200,61,0,17070
1,0,28,22,74400,62,0,17070
1,1,49,44,74400,62,0,17070
2,0,31,31,74400,62,0,17070
3,0,57,65,74400,62,0,17070
3,1,62,48,74400,62,0,17070
1,0,22,23,75600,63,0,17070
1,1,44,33,75600,63,0,17070
2,0,31,29,75600,63,0,17070
3,0,65,46,75600,63,0,17070
3,1,48,30,75600,63,0,17070
1,0,23,19,76800,64,0,17070
1,1,33,33,76800,64,0,17070
2,0,29,31,76800,64,0,17070
3,0,46,46,76800,64,0,17070
3,1,30,39,76800,64,0,17070
1,0,19,18,78000,65,0,17070
1,1,33,33,78000,65,0,17070
2,0,31,21,78000,65,0,17070
3,0,46,33,78000,65,0,17070
3,1,39,27,78000,65,0,17070
1,0,18,16,79200,66,0,17070
1,1,33,10,79200,66,0,17070
2,0,21,18,79200,66,0,17070
3,0,33,33,79200,66,0,17070
3,1,27,21,79200,66,0,17070
1,0,16,17,80400,67,0,17070
1,1,10,17,80400,67,0,17070
2,0,18,18,80400,67,0,17070
3,0,33,30,80400,67,0,17070
3,1,21,19,80400,67,0,17070
1,0,17,13,81600,68,0,17070
1,1,17,17,81600,68,0,17070
2,0,18,19,81600,68,0,17070
3,0,30,15,81600,68,0,17070
3,1,19,26,81600,68,0,17070
1,0,13,10,82800,69,0,17070
1,1,17,17,82800,69,0,17070
2,0,19,19,82800,69,0,17070
3,0,15,22,82800,69,0,17070
3,1,26,10,82800,69,0,17070
1,0,10,13,84000,70,0,17070
1,1,17,21,84000,70,0,17070
2,0,19,18,84000,70,0,17070
3,0,22,27,84000,70,0,17070
3,1,10,9,84000,70,0,17070
1,0,13,9,85200,71,0,17070
1,1,21,15,85200,71,0,17070
2,0,18,12,85200,71,0,17070
3,0,27,18,85200,71,0,17070
3,1,9,13,85200,71,0,17070
1,0,9,9,0,0,1,17070
1,1,15,113,0,0,1,17070
3,0,18,15,0,0,1,17070
3,1,13,159,0,0,1,17070
1,0,9,6,1200,1,1,17070
1,1,113,47,1200,1,1,17070
3,0,15,16,1200,1,1,17070
3,1,159,88,1200,1,1,17070
1,0,6,11,2400,2,1,17070
1,1,47,43,2400,2,1,17070
3,0,16,16,2400,2,1,17070
3,1,88,80,2400,2,1,17070
1,0,11,2,3600,3,1,17070
1,1,43,3,3600,3,1,17070
3,0,16,21,3600,3,1,17070
3,1,80,9,3600,3,1,17070
1,0,2,2,4800,4,1,17070
1,1,3,12,4800,4,1,17070
3,0,21,12,4800,4,1,17070
3,1,9,12,4800,4,1,17070
1,0,2,7,6000,5,1,17070
1,1,12,7,6000,5,1,17070
3,0,12,11,6000,5,1,17070
3,1,12,10,6000,5,1,17070
1,0,7,8,7200,6,1,17070
1,1,7,8,7200,6,1,17070
3,0,11,9,7200,6,1,17070
3,1,10,9,7200,6,1,17070
1,0,8,9,8400,7,1,17070
1,1,8,4,8400,7,1,17070
3,0,9,12,8400,7,1,17070
3,1,9,4,8400,7,1,17070
1,0,9,5,9600,8,1,17070
1,1,4,9,9600,8,1,17070
3,0,12,22,9600,8,1,17070
3,1,4,3,9600,8,1,17070
1,0,5,9,10800,9,1,17070
1,1,9,11,10800,9,1,17070
3,0,22,11,10800,9,1,17070
3,1,3,4,10800,9,1,17070
1,0,9,6,12000,10,1,17070
1,1,11,13,12000,10,1,17070
3,0,11,10,12000,10,1,17070
3,1,4,9,12000,10,1,17070
1,0,6,8,13200,11,1,17070
1,1,13,16,13200,11,1,17070
3,0,10,17,13200,11,1,17070
3,1,9,6,13200,11,1,17070
1,0,8,7,14400,12,1,17070
1,1,16,15,14400,12,1,17070
3,0,17,18,14400,12,1,17070
3,1,6,4,14400,12,1,17070
1,0,7,13,15600,13,1,17070
1,1,15,21,15600,13,1,17070
3,0,18,16,15600,13,1,17070
3,1,4,5,15600,13,1,17070
1,0,13,13,16800,14,1,17070
1,1,21,23,16800,14,1,17070
3,0,16,17,16800,14,1,17070
3,1,5,9,16800,14,1,17070
1,0,13,6,18000,15,1,17070
1,1,23,21,18000,15,1,17070
3,0,17,9,18000,15,1,17070
3,1,9,12,18000,15,1,17070
1,0,6,4,19200,16,1,17070
1,1,21,37,19200,16,1,17070
2,0,11,13,19200,16,1,17070
3,0,9,16,19200,16,1,17070
3,1,12,9,19200,16,1,17070
1,0,4,10,20400,17,1,17070
1,1,37,42,20400,17,1,17070
2,0,13,27,20400,17,1,17070
3,0,16,26,20400,17,1,17070
3,1,9,14,20400,17,1,17070
1,0,10,13,21600,18,1,17070
1,1,42,31,21600,18,1,17070
2,0,27,25,21600,18,1,17070
3,0,26,42,21600,18,1,17070
3,1,14,22,21600,18,1,17070
1,0,13,23,22800,19,1,17070
1,1,31,61,22800,19,1,17070
2,0,25,40,22800,19,1,17070
3,0,42,67,22800,19,1,17070
3,1,22,49,22800,19,1,17070
1,0,23,39,24000,20,1,17070
1,1,61,66,24000,20,1,17070
2,0,40,73,24000,20,1,17070
3,0,67,92,24000,20,1,17070
3,1,49,66,24000,20,1,17070
1,0,39,44,25200,21,1,17070
1,1,66,91,25200,21,1,17070
2,0,73,88,25200,21,1,17070
3,0,92,159,25200,21,1,17070
3,1,66,83,25200,21,1,17070
1,0,44,39,26400,22,1,17070
1,1,91,120,26400,22,1,17070
2,0,88,114,26400,22,1,17070
3,0,159,162,26400,22,1,17070
3,1,83,87,26400,22,1,17070
1,0,39,46,27600,23,1,17070
1,1,120,116,27600,23,1,17070
2,0,114,126,27600,23,1,17070
3,0,162,151,27600,23,1,17070
3,1,87,137,27600,23,1,17070
1,0,46,49,28800,24,1,17070
1,1,116,125,28800,24,1,17070
2,0,126,117,28800,24,1,17070
3,0,151,180,28800,24,1,17070
3,1,137,138,28800,24,1,17070
1,0,49,52,30000,25,1,17070
1,1,125,91,30000,25,1,17070
2,0,117,130,30000,25,1,17070
3,0,180,172,30000,25,1,17070
3,1,138,164,30000,25,1,17070
1,0,52,45,31200,26,1,17070
1,1,91,116,31200,26,1,17070
2,0,130,121,31200,26,1,17070
3,0,172,170,31200,26,1,17070
3,1,164,150,31200,26,1,17070
1,0,45,48,32400,27,1,17070
1,1,116,120,32400,27,1,17070
2,0,121,126,32400,27,1,17070
3,0,170,136,32400,27,1,17070
3,1,150,145,32400,27,1,17070
1,0,48,52,33600,28,1,17070
1,1,120,130,33600,28,1,17070
2,0,126,120,33600,28,1,17070
3,0,136,148,33600,28,1,17070
3,1,145,113,33600,28,1,17070
1,0,52,51,34800,29,1,17070
1,1,130,102,34800,29,1,17070
2,0,120,81,34800,29,1,17070
3,0,148,117,34800,29,1,17070
3,1,113,104,34800,29,1,17070
1,0,51,47,36000,30,1,17070
1,1,102,89,36000,30,1,17070
2,0,81,78,36000,30,1,17070
3,0,117,112,36000,30,1,17070
3,1,104,85,36000,30,1,17070
1,0,47,52,37200,31,1,17070
1,1,89,105,37200,31,1,17070
2,0,78,57,37200,31,1,17070
3,0,112,105,37200,31,1,17070
3,1,85,88,37200,31,1,17070
1,0,52,36,38400,32,1,17070
1,1,105,82,38400,32,1,17070
2,0,57,58,38400,32,1,17070
3,0,105,100,38400,32,1,17070
3,1,88,93,38400,32,1,17070
1,0,36,36,39600,33,1,17070
1,1,82,78,39600,33,1,17070
2,0,58,65,39600,33,1,17070
3,0,100,103,39600,33,1,17070
3,1,93,60,39600,33,1,17070
1,0,36,35,40800,34,1,17070
1,1,78,81,40800,34,1,17070
2,0,65,47,40800,34,1,17070
3,0,103,74,40800,34,1,17070
3,1,60,76,40800,34,1,17070
1,0,35,52,42000,35,1,17070
1,1,81,72,42000,35,1,17070
2,0,47,62,42000,35,1,17070
3,0,74,112,42000,35,1,17070
3,1,76,54,42000,35,1,17070
1,0,52,48,43200,36,1,17070
1,1,72,71,43200,36,1,17070
2,0,62,63,43200,36,1,17070
3,0,112,66,43200,36,1,17070
3,1,54,79,43200,36,1,17070
1,0,48,37,44400,37,1,17070
1,1,71,89,44400,37,1,17070
2,0,63,71,44400,37,1,17070
3,0,66,82,44400,37,1,17070
3,1,79,82,44400,37,1,17070
1,0,37,48,45600,38,1,17070
1,1,89,82,45600,38,1,17070
2,0,71,72,45600,38,1,17070
3,0,82,95,45600,38,1,17070
3,1,82,84,45600,38,1,17070
1,0,48,54,46800,39,1,17070
1,1,82,87,46800,39,1,17070
2,0,72,61,46800,39,1,17070
3,0,95,98,46800,39,1,17070
3,1,84,87,46800,39,1,17070
1,0,54,49,48000,40,1,17070
1,1,87,92,48000,40,1,17070
2,0,61,51,48000,40,1,17070
3,0,98,117,48000,40,1,17070
3,1,87,77,48000,40,1,17070
1,0,49,49,49200,41,1,17070
1,1,92,93,49200,41,1,17070
2,0,51,64,49200,41,1,17070
3,0,117,111,49200,41,1,17070
3,1,77,89,49200,41,1,17070
1,0,49,44,50400,42,1,17070
1,1,93,92,50400,42,1,17070
2,0,64,52,50400,42,1,17070
3,0,111,104,50400,42,1,17070
3,1,89,110,50400,42,1,17070
1,0,44,29,51600,43,1,17070
1,1,92,108,51600,43,1,17070
2,0,52,90,51600,43,1,17070
3,0,104,146,51600,43,1,17070
3,1,110,98,51600,43,1,17070
1,0,29,63,52800,44,1,17070
1,1,108,87,52800,44,1,17070
2,0,90,77,52800,44,1,17070
3,0,146,117,52800,44,1,17070
3,1,98,77,52800,44,1,17070
1,0,63,33,54000,45,1,17070
1,1,87,92,54000,45,1,17070
2,0,77,76,54000,45,1,17070
3,0,117,97,54000,45,1,17070
3,1,77,102,54000,45,1,17070
1,0,33,51,55200,46,1,17070
1,1,92,108,55200,46,1,17070
2,0,76,71,55200,46,1,17070
3,0,97,116,55200,46,1,17070
3,1,102,77,55200,46,1,17070
1,0,51,43,56400,47,1,17070
1,1,108,83,56400,47,1,17070
2,0,71,72,56400,47,1,17070
3,0,116,98,56400,47,1,17070
3,1,77,93,56400,47,1,17070
1,0,43,44,57600,48,1,17070
1,1,83,106,57600,48,1,17070
2,0,72,64,57600,48,1,17070
3,0,98,118,57600,48,1,17070
3,1,93,82,57600,48,1,17070
1,0,44,56,58800,49,1,17070
1,1,106,112,58800,49,1,17070
2,0,64,75,58800,49,1,17070
3,0,118,121,58800,49,1,17070
3,1,82,89,58800,49,1,17070
1,0,56,46,60000,50,1,17070
1,1,112,103,60000,50,1,17070
2,0,75,73,60000,50,1,17070
3,0,121,136,60000,50,1,17070
3,1,89,78,60000,50,1,17070
1,0,46,47,61200,51,1,17070
1,1,103,106,61200,51,1,17070
2,0,73,71,61200,51,1,17070
3,0,136,120,61200,51,1,17070
3,1,78,85,61200,51,1,17070
1,0,47,42,62400,52,1,17070
1,1,106,112,62400,52,1,17070
2,0,71,67,62400,52,1,17070
3,0,120,106,62400,52,1,17070
3,1,85,90,62400,52,1,17070
1,0,42,30,63600,53,1,17070
1,1,112,102,63600,53,1,17070
2,0,67,63,63600,53,1,17070
3,0,106,101,63600,53,1,17070
3,1,90,82,63600,53,1,17070
1,0,30,33,64800,54,1,17070
1,1,102,74,64800,54,1,17070
2,0,63,63,64800,54,1,17070
3,0,101,95,64800,54,1,17070
3,1,82,91,64800,54,1,17070
1,0,33,22,66000,55,1,17070
1,1,74,85,66000,55,1,17070
2,0,63,52,66000,55,1,17070
3,0,95,88,66000,55,1,17070
3,1,91,55,66000,55,1,17070
1,0,22,29,67200,56,1,17070
1,1,85,54,67200,56,1,17070
2,0,52,48,67200,56,1,17070
3,0,88,62,67200,56,1,17070
3,1,55,70,67200,56,1,17070
1,0,29,31,68400,57,1,17070
1,1,54,50,68400,57,1,17070
2,0,48,35,68400,57,1,17070
3,0,62,64,68400,57,1,17070
3,1,70,59,68400,57,1,17070
1,0,31,15,69600,58,1,17070
1,1,50,55,69600,58,1,17070
2,0,35,37,69600,58,1,17070
3,0,64,49,69600,58,1,17070
3,1,59,57,69600,58,1,17070
1,0,15,22,70800,59,1,17070
1,1,55,47,70800,59,1,17070
2,0,37,32,70800,59,1,17070
3,0,49,48,70800,59,1,17070
3,1,57,52,70800,59,1,17070
1,0,22,19,72000,60,1,17071
1,1,47,33,72000,60,1,17071
2,0,32,35,72000,60,1,17071
3,0,48,49,72000,60,1,17071
3,1,52,44,72000,60,1,17071
1,0,19,19,73200,61,1,17071
1,1,33,38,73200,61,1,17071
2,0,35,35,73200,61,1,17071
3,0,49,40,73200,61,1,17071
3,1,44,58,73200,61,1,17071
1,0,19,24,74400,62,1,17071
1,1,38,32,74400,62,1,17071
2,0,35,44,74400,62,1,17071
3,0,40,49,74400,62,1,17071
3,1,58,33,74400,62,1,17071
1,0,24,14,75600,63,1,17071
1,1,32,33,75600,63,1,17071
2,0,44,28,75600,63,1,17071
3,0,49,46,75600,63,1,17071
3,1,33,27,75600,63,1,17071
1,0,14,19,76800,64,1,17071
1,1,33,32,76800,64,1,17071
2,0,28,26,76800,64,1,17071
3,0,46,38,76800,64,1,17071
3,1,27,40,76800,64,1,17071
1,0,19,10,78000,65,1,17071
1,1,32,26,78000,65,1,17071
2,0,26,23,78000,65,1,17071
3,0,38,42,78000,65,1,17071
3,1,40,28,78000,65,1,17071
1,0,10,10,79200,66,1,17071
1,1,26,9,79200,66,1,17071
2,0,23,27,79200,66,1,17071
3,0,42,30,79200,66,1,17071
3,1,28,19,79200,66,1,17071
1,0,10,12,80400,67,1,17071
1,1,9,28,80400,67,1,17071
2,0,27,18,80400,67,1,17071
3,0,30,26,80400,67,1,17071
3,1,19,27,80400,67,1,17071
1,0,12,5,81600,68,1,17071
1,1,28,14,81600,68,1,17071
2,0,18,17,81600,68,1,17071
3,0,26,15,81600,68,1,17071
3,1,27,29,81600,68,1,17071
1,0,5,3,82800,69,1,17071
1,1,14,16,82800,69,1,17071
2,0,17,11,82800,69,1,17071
3,0,15,17,82800,69,1,17071
3,1,29,14,82800,69,1,17071
1,0,3,6,84000,70,1,17071
1,1,16,14,84000,70,1,17071
2,0,11,1,84000,70,1,17071
3,0,17,19,84000,70,1,17071
3,1,14,12,84000,70,1,17071
1,0,6,4,85200,71,1,17071
1,1,14,20,85200,71,1,17071
2,0,1,12,85200,71,1,17071
3,0,19,14,85200,71,1,17071
3,1,12,8,85200,71,1,17071
1,0,4,12,0,0,2,17071
1,1,20,128,0,0,2,17071
2,0,12,1,0,0,2,17071
3,0,14,14,0,0,2,17071
3,1,8,123,0,0,2,17071
1,0,12,20,1200,1,2,17071
1,1,128,78,1200,1,2,17071
2,0,1,1,1200,1,2,17071
3,0,14,17,1200,1,2,17071
3,1,123,87,1200,1,2,17071
1,0,20,8,2400,2,2,17071
1,1,78,40,2400,2,2,17071
2,0,1,1,2400,2,2,17071
3,0,17,14,2400,2,2,17071
3,1,87,59,2400,2,2,17071
1,0,8,5,3600,3,2,17071
1,1,40,6,3600,3,2,17071
2,0,1,1,3600,3,2,17071
3,0,14,23,3600,3,2,17071
3,1,59,12,3600,3,2,17071
1,0,5,8,4800,4,2,17071
1,1,6,9,4800,4,2,17071
2,0,1,1,4800,4,2,17071
3,0,23,20,4800,4,2,17071
3,1,12,7,4800,4,2,17071
1,0,8,6,6000,5,2,17071
1,1,9,10,6000,5,2,17071
2,0,1,3,6000,5,2,17071
3,0,20,12,6000,5,2,17071
3,1,7,5,6000,5,2,17071
1,0,6,7,7200,6,2,17071
1,1,10,12,7200,6,2,17071
3,0,12,11,7200,6,2,17071
3,1,5,4,7200,6,2,17071
1,0,7,5,8400,7,2,17071
1,1,12,10,8400,7,2,17071
3,0,11,11,8400,7,2,17071
3,1,4,3,8400,7,2,17071
1,0,5,8,9600,8,2,17071
1,1,10,8,9600,8,2,17071
3,0,11,14,9600,8,2,17071
3,1,3,4,9600,8,2,17071
1,0,8,9,10800,9,2,17071
1,1,8,10,10800,9,2,17071
3,0,14,12,10800,9,2,17071
3,1,4,5,10800,9,2,17071
1,0,9,7,12000,10,2,17071
1,1,10,9,12000,10,2,17071
3,0,12,12,12000,10,2,17071
3,1,5,1,12000,10,2,17071
1,0,7,6,13200,11,2,17071
1,1,9,12,13200,11,2,17071
3,0,12,12,13200,11,2,17071
3,1,1,4,13200,11,2,17071
1,0,6,16,14400,12,2,17071
1,1,12,19,14400,12,2,17071
3,0,12,12,14400,12,2,17071
3,1,4,6,14400,12,2,17071
1,0,16,11,15600,13,2,17071
1,1,19,22,15600,13,2,17071
3,0,12,16,15600,13,2,17071
3,1,6,1,15600,13,2,17071
1,0,11,16,16800,14,2,17071
1,1,22,19,16800,14,2,17071
3,0,16,21,16800,14,2,17071
3,1,1,8,16800,14,2,17071
1,0,16,6,18000,15,2,17071
1,1,19,26,18000,15,2,17071
3,0,21,14,18000,15,2,17071
3,1,8,14,18000,15,2,17071
1,0,6,4,19200,16,2,17071
1,1,26,29,19200,16,2,17071
2,0,18,17,19200,16,2,17071
3,0,14,9,19200,16,2,17071
3,1,14,8,19200,16,2,17071
1,0,4,10,20400,17,2,17071
1,1,29,34,20400,17,2,17071
2,0,17,19,20400,17,2,17071
3,0,9,19,20400,17,2,17071
3,1,8,22,20400,17,2,17071
1,0,10,12,21600,18,2,17071
1,1,34,45,21600,18,2,17071
2,0,19,28,21600,18,2,17071
3,0,19,33,21600,18,2,17071
3,1,22,25,21600,18,2,17071
1,0,12,20,22800,19,2,17071
1,1,45,63,22800,19,2,17071
2,0,28,31,22800,19,2,17071
3,0,33,41,22800,19,2,17071
3,1,25,42,22800,19,2,17071
1,0,20,35,24000,20,2,17071
1,1,63,79,24000,20,2,17071
2,0,31,43,24000,20,2,17071
3,0,41,71,24000,20,2,17071
3,1,42,53,24000,20,2,17071
1,0,35,56,25200,21,2,17071
1,1,79,74,25200,21,2,17071
2,0,43,51,25200,21,2,17071
3,0,71,113,25200,21,2,17071
3,1,53,71,25200,21,2,17071
1,0,56,50,26400,22,2,17071
1,1,74,98,26400,22,2,17071
2,0,51,89,26400,22,2,17071
3,0,113,139,26400,22,2,17071
3,1,71,73,26400,22,2,17071
1,0,50,41,27600,23,2,17071
1,1,98,113,27600,23,2,17071
2,0,89,104,27600,23,2,17071
3,0,139,142,27600,23,2,17071
3,1,73,97,27600,23,2,17071
1,0,41,60,28800,24,2,17071
1,1,113,118,28800,24,2,17071
